Order_Id,brewer_name
1015,Two Henrys Brewing Company
1016,Back East Brewing Company
1017,Arcadia Brewing Company
1018,Ruhstaller Beer Company
1019,Hilliard's Beer
1020,Crystal Springs Brewing Company
1021,Great Crescent Brewery
1022,Worthy Brewing Company
1023,Uncle Billy's Brewery and Smokeh...
1024,La Cumbre Brewing Company
1025,Monkey Paw Pub & Brewery
1026,Mikerphone Brewing
1027,Lone Tree Brewing Company
1028,Against The Grain Brewery
1029,Southern Oregon Brewing Company
1030,Cutters Brewing Company
1031,Tamarack Brewing Company
1032,Pateros Creek Brewing Company
1033,Appalachian Mountain Brewery
1034,Founders Brewing Company
1035,Seattle Cider Company
1036,New Belgium Brewing Company
1037,Lumberyard Brewing Company
1038,Madtree Brewing Company
1039,Peak Organic Brewing Company
1040,Mike Hess Brewing Company
1041,Hops & Grains Brewing Company
1042,Lavery Brewing Company
1043,Wolverine State Brewing Company
1044,Emerald City Beer Company
1045,Hopworks Urban Brewery
1046,Red Tank Cider Company
1047,Dad & Dude's Breweria
1048,Asheville Brewing Company
1049,Iron Hill Brewery & Restaurant
1050,Pyramid Breweries
1051,Golden Road Brewing
1052,Southampton Publick House
1053,Mike Hess Brewing Company
1054,Tommyknocker Brewery
1055,Broken Tooth Brewing Company
1056,Barrio Brewing Company
1057,Wild Onion Brewing Company
1058,Great Northern Brewing Company
1059,Dock Street Brewery
1060,Northampton Brewery
1061,Orlison Brewing Company
1062,7 Seas Brewing Company
1063,Great Northern Brewing Company
1064,Cigar City Brewing Company
1065,Berkshire Brewing Company
1066,Harpoon Brewery
1067,Great Northern Brewing Company
1068,Black Market Brewing Company
1069,Spilker Ales
1070,Berkshire Brewing Company
1071,Astoria Brewing Company
1072,Two Beers Brewing Company
1073,O'Fallon Brewery
1074,Old Forge Brewing Company
1075,Twin Lakes Brewing Company
1076,Four Corners Brewing Company
1077,Heavy Seas Beer
1078,Upstate Brewing Company
1079,Madtree Brewing Company
1080,Blackrocks Brewery
1081,Half Acre Beer Company
1082,Ipswich Ale Brewery
1083,Alameda Brewing
1084,Deep Ellum Brewing Company
1085,Hawai'i Nui Brewing Co.
1086,Payette Brewing Company
1087,Catawba Brewing Company
1088,COAST Brewing Company
1089,Forgotten Boardwalk
1090,Mikkeller
1091,Marshall Wharf Brewing Company
1092,DC Brau Brewing Company
1093,Burn 'Em Brewing
1094,Coalition Brewing Company
1095,Two Brothers Brewing Company
1096,Heavy Seas Beer
1097,Southern Oregon Brewing Company
1098,Bauhaus Brew Labs
1099,Blue Point Brewing Company
1100,Miami Brewing Company
1101,Deep Ellum Brewing Company
1102,Catawba Island Brewing
1103,Boulevard Brewing Company
1104,Alaskan Brewing Company
1105,Grand Canyon Brewing Company
1106,Fearless Brewing Company
1107,Platform Beer Company
1108,Sun King Brewing Company
1109,James Page Brewing Company
1110,Jackalope Brewing Company
1111,Tin Man Brewing Company
1112,Rahr & Sons Brewing Company
1113,Blackrocks Brewery
1114,Bauhaus Brew Labs
1115,Asher Brewing Company
1116,450 North Brewing Company
1117,Boulevard Brewing Company
1118,Horny Goat Brew Pub
1119,Sanitas Brewing Company
1120,Burnside Brewing Co.
1121,AC Golden Brewing Company
1122,Woodchuck Hard Cider
1123,Miami Brewing Company
1124,Pine Street Brewery
1125,Goose Island Brewery Company
1126,Asher Brewing Company
1127,Ozark Beer Company
1128,Fiddlehead Brewing Company
1129,Pipeworks Brewing Company
1130,Lonerider Brewing Company
1131,Harvest Moon Brewing Company
1132,Voodoo Brewery
1133,Grey Sail Brewing of Rhode Island
1134,Banner Beer Company
1135,Dundee Brewing Company
1136,Northampton Brewery
1137,Grimm Brothers Brewhouse
1138,Black Tooth Brewing Company
1139,Hangar 24 Craft Brewery
1140,COOP Ale Works
1141,River North Brewery
1142,Northampton Brewery
1143,Old Forge Brewing Company
1144,Aslan Brewing Company
1145,Black Market Brewing Company
1146,Dad & Dude's Breweria
1147,Oskar Blues Brewery
1148,Fargo Brewing Company
1149,Mission Brewery
1150,Creature Comforts
1151,Brew Bus Brewing
1152,Tommyknocker Brewery
1153,Ska Brewing Company
1154,Petoskey Brewing
1155,Pizza Port Brewing Company
1156,Sly Fox Brewing Company
1157,Tonka Beer Company
1158,Half Full Brewery
1159,Palisade Brewing Company
1160,Bozeman Brewing Company
1161,Fiddlehead Brewing Company
1162,The Black Tooth Brewing Company
1163,AC Golden Brewing Company
1164,West Sixth Brewing
1165,Dead Armadillo Craft Brewing
1166,Meckley's Cidery
1167,Wildwood Brewing Company
1168,Dolores River Brewery
1169,Speakasy Ales & Lagers
1170,Bale Breaker Brewing Company
1171,Grey Sail Brewing of Rhode Island
1172,Dad & Dude's Breweria
1173,Redhook Brewery
1174,Spiteful Brewing Company
1175,Blackrocks Brewery
1176,Witch's Hat Brewing Company
1177,Hop Farm Brewing Company
1178,KelSo Beer Company
1179,Indeed Brewing Company
1180,Smartmouth Brewing Company
1181,Rivertowne Brewing Company
1182,Core Brewing & Distilling Company
1183,Texian Brewing Co.
1184,Cottrell Brewing
1185,Dry Dock Brewing Company
1186,Rochester Mills Brewing Company
1187,NorthGate Brewing 
1188,Tin Man Brewing Company
1189,Christian Moerlein Brewing Company
1190,Carton Brewing Company
1191,Armstrong Brewing Company
1192,Ipswich Ale Brewery
1193,Thunderhead Brewing Company
1194,Dick's Brewing Company
1195,Jailbreak Brewing Company
1196,White Birch Brewing
1197,Airways Brewing Company
1198,D.L. Geary Brewing Company
1199,Amnesia Brewing Company
1200,Night Shift Brewing
1201,Caldera Brewing Company
1202,Neshaminy Creek Brewing Company
1203,Grand Canyon Brewing Company
1204,Glabrous Brewing Company
1205,Witch's Hat Brewing Company
1206,Tin Man Brewing Company
1207,Tampa Bay Brewing Company
1208,450 North Brewing Company
1209,Sun King Brewing Company
1210,Sierra Nevada Brewing Company
1211,Lazy Monk Brewing
1212,Big Sky Brewing Company
1213,Modern Times Beer
1214,4 Hands Brewing Company
1215,Cisco Brewers
1216,Alaskan Brewing Company
1217,Latitude 42 Brewing Company
1218,Burn 'Em Brewing
1219,Kulshan Brewery
1220,Payette Brewing Company
1221,Redstone Meadery
1222,Schlafly Brewing Company
1223,Tin Roof Brewing Company
1224,Sanitas Brewing Company
1225,Brindle Dog Brewing Company
1226,D.L. Geary Brewing Company
1227,Seattle Cider Company
1228,Capital Brewery
1229,Southampton Publick House
1230,Monkey Paw Pub & Brewery
1231,Centennial Beer Company
1232,Neshaminy Creek Brewing Company
1233,Tonka Beer Company
1234,Orpheus Brewing
1235,Buckbean Brewing Company
1236,Barrio Brewing Company
1237,Flying Mouse Brewery
1238,Crow Peak Brewing Company
1239,Tampa Bay Brewing Company
1240,White Birch Brewing
1241,Uncle Billy's Brewery and Smokeh...
1242,Marble Brewery
1243,Marble Brewery
1244,Glabrous Brewing Company
1245,Buckeye Brewing
1246,Burn 'Em Brewing
1247,Stone Coast Brewing Company
1248,Mother Earth Brewing Company
1249,Krebs Brewing Company (Pete's Pl...
1250,SanTan Brewing Company
1251,Uncle John's Fruit House Winery
1252,Sanitas Brewing Company
1253,Rochester Mills Brewing Company
1254,Northwest Brewing Company
1255,"Woodstock Inn, Station & Brewery"
1256,Four Fathers Brewing 
1257,Montauk Brewing Company
1258,Coalition Brewing Company
1259,Grand Canyon Brewing Company
1260,College Street Brewhouse and Pub
1261,Rochester Mills Brewing Company
1262,Nebraska Brewing Company
1263,Grand Canyon Brewing Company
1264,Liquid Hero Brewery
1265,Defiance Brewing Company
1266,Oakshire Brewing
1267,Spilker Ales
1268,Sierra Nevada Brewing Company
1269,Cisco Brewers
1270,Narragansett Brewing Company
1271,Mission Brewery
1272,Wolf Hills Brewing Company
1273,Joseph James Brewing Company
1274,Pete's Brewing Company
1275,Grand Canyon Brewing Company
1276,Mustang Brewing Company
1277,Golden Road Brewing
1278,Silverton Brewery
1279,Modern Times Beer
1280,Modern Times Beer
1281,Orlison Brewing Company
1282,Great River Brewery
1283,Redhook Brewery
1284,Third Street Brewhouse
1285,Confluence Brewing Company
1286,Jack's Hard Cider (Hauser Estate...
1287,Cambridge Brewing Company
1288,Terrapin Brewing Company
1289,Two Beers Brewing Company
1290,Goodlife Brewing Co.
1291,Stillmank Beer Company
1292,"Woodstock Inn, Station & Brewery"
1293,Harvest Moon Brewing Company
1294,James Page Brewing Company
1295,SlapShot Brewing Company
1296,Twin Lakes Brewing Company
1297,Chapman's Brewing
1298,AC Golden Brewing Company
1299,Griffin Claw Brewing Company
1300,450 North Brewing Company
1301,Bonfire Brewing Company
1302,Sleeping Lady Brewing Company
1303,Natian Brewery
1304,Real Ale Brewing Company
1305,Wind River Brewing Company
1306,Aspen Brewing Company
1307,Creature Comforts
1308,4 Hands Brewing Company
1309,Fearless Brewing Company
1310,Four Corners Brewing Company
1311,Uinta Brewing Company
1312,Black Tooth Brewing Company
1313,Mission Brewery
1314,Milwaukee Brewing Company
1315,Bold City Brewery
1316,Green Room Brewing
1317,Bohemian Brewery
1318,Banner Beer Company
1319,West Sixth Brewing
1320,Flesk Brewing Company
1321,Catawba Island Brewing
1322,Midnight Sun Brewing Company
1323,People's Brewing Company
1324,Union Craft Brewing
1325,Alaskan Brewing Company
1326,River North Brewery
1327,Fort George Brewery
1328,High Hops Brewery
1329,Independence Brewing Company
1330,Oakshire Brewing
1331,Bent Paddle Brewing Company
1332,Hardywood Park Craft Brewery
1333,Red Tank Cider Company
1334,The Just Beer Project
1335,Boulevard Brewing Company
1336,Tommyknocker Brewery
1337,Cans Bar and Canteen
1338,Ukiah Brewing Company
1339,Mudshark Brewing Company
1340,Schlafly Brewing Company
1341,Westfield River Brewing Company
1342,Cigar City Brewing Company
1343,Sly Fox Brewing Company
1344,Otter Creek Brewing
1345,Asheville Brewing Company
1346,Monkey Paw Pub & Brewery
1347,Spring House Brewing Company
1348,Modern Monks Brewery
1349,Engine 15 Brewing
1350,White Birch Brewing
1351,Santa Fe Brewing Company
1352,Spiteful Brewing Company
1353,Dad & Dude's Breweria
1354,Airways Brewing Company
1355,Gore Range Brewery
1356,Half Full Brewery
1357,Jack's Abby Craft Lagers
1358,Summit Brewing Company
1359,Grimm Brothers Brewhouse
1360,Monkey Paw Pub & Brewery
1361,Four Fathers Brewing 
1362,Cisco Brewers
1363,Frankenmuth Brewery
1364,Christian Moerlein Brewing Company
1365,Howard Brewing Company
1366,Crabtree Brewing Company
1367,Denver Beer Company
1368,Telluride Brewing Company
1369,Mike Hess Brewing Company
1370,Goodlife Brewing Co.
1371,Seventh Son Brewing Company
1372,Thunderhead Brewing Company
1373,Surly Brewing Company
1374,Big River Brewing Company
1375,Pizza Port Brewing Company
1376,Amnesia Brewing Company
1377,10 Barrel Brewing Company
1378,Griffin Claw Brewing Company
1379,Oskar Blues Brewery (North Carol...
1380,Quest Brewing Company
1381,Baxter Brewing Company
1382,Lift Bridge Brewing Company
1383,Lancaster Brewing Company
1384,Sly Fox Brewing Company
1385,Seven Brides Brewery
1386,Vault Brewing Company
1387,Arcadia Brewing Company
1388,Indiana City Brewing
1389,Arcadia Brewing Company
1390,Mogollon Brewing Company
1391,Devil's Backbone Brewing Company
1392,Karbach Brewing Company
1393,Red Hare Brewing Company
1394,Cambridge Brewing Company
1395,Angry Minnow Brewing Company
1396,Flying Dog Brewery
1397,Northwest Brewing Company
1398,Redhook Brewery
1399,Fiddlehead Brewing Company
1400,Phoenix Ale Brewery
1401,Christian Moerlein Brewing Company
1402,Wolf Hills Brewing Company
1403,Sleeping Lady Brewing Company
1404,Grey Sail Brewing Company
1405,High Hops Brewery
1406,Bauhaus Brew Labs
1407,2 Towns Ciderhouse
1408,Brindle Dog Brewing Company
1409,Brew Link Brewing
1410,The Manhattan Brewing Company
1411,Widmer Brothers Brewing Company
1412,Grey Sail Brewing Company
1413,Covington Brewhouse
1414,Tin Roof Brewing Company
1415,Denver Beer Company
1416,Mike Hess Brewing Company
1417,Good People Brewing Company
1418,Eddyline Brewery & Restaurant
1419,Aslan Brewing Company
1420,COOP Ale Works
1421,Downeast Cider House
1422,Lucette Brewing Company
1423,Grand Canyon Brewing Company
1424,Mickey Finn's Brewery
1425,Real Ale Brewing Company
1426,Tampa Bay Brewing Company
1427,Finch's Beer Company
1428,Fort Pitt Brewing Company
1429,Union Craft Brewing
1430,Anthem Brewing Company
1431,Tampa Bay Brewing Company
1432,Mikkeller
1433,Triangle Brewing Company
1434,High Noon Saloon And Brewery
1435,450 North Brewing Company
1436,Crystal Springs Brewing Company
1437,Stillmank Beer Company
1438,Cigar City Brewing Company
1439,Lucette Brewing Company
1440,Hop Valley Brewing Company
1441,10 Barrel Brewing Company
1442,Flesk Brewing Company
1443,Aslan Brewing Company
1444,Northampton Brewery
1445,D.L. Geary Brewing Company
1446,Coastal Extreme Brewing Company
1447,Mogollon Brewing Company
1448,Meckley's Cidery
1449,Dock Street Brewery
1450,Witch's Hat Brewing Company
1451,Northwest Brewing Company
1452,Rogue Ales
1453,Platform Beer Company
1454,Elevator Brewing Company
1455,Pedernales Brewing Company
1456,Schlafly Brewing Company
1457,Great Raft Brewing Company
1458,Summit Brewing Company
1459,Firestone Walker Brewing Company
1460,Refuge Brewery
1461,Burn 'Em Brewing
1462,West Sixth Brewing
1463,Avery Brewing Company
1464,Portside Brewery
1465,Catawba Valley Brewing Company
1466,Ipswich Ale Brewery
1467,Wynkoop Brewing Company
1468,Goodlife Brewing Co.
1469,Modern Monks Brewery
1470,Rhinegeist Brewery
1471,Avery Brewing Company
1472,Boulder Beer Company
1473,Hardywood Park Craft Brewery
1474,Wolf Hills Brewing Company
1475,Broad Brook Brewing LLC
1476,Oasis Texas Brewing Company
1477,North Country Brewing Company
1478,Pedernales Brewing Company
1479,Schlafly Brewing Company
1480,Hinterland Brewery
1481,Forgotten Boardwalk
1482,Big Lake Brewing
1483,Firestone Walker Brewing Company
1484,Hangar 24 Craft Brewery
1485,Asheville Brewing Company
1486,Blue Mountain Brewery
1487,Denali Brewing Company
1488,Gore Range Brewery
1489,Roanoke Railhouse Brewery
1490,Angry Orchard Cider Company
1491,Orpheus Brewing
1492,Brew Bus Brewing
1493,Arcadia Brewing Company
1494,SlapShot Brewing Company
1495,Starr Hill Brewery
1496,Meckley's Cidery
1497,Warped Wing Brewing Company
1498,Narragansett Brewing Company
1499,Surly Brewing Company
1500,Black Tooth Brewing Company
1501,Blue Mountain Brewery
1502,Engine 15 Brewing
1503,BuckleDown Brewing
1504,Smartmouth Brewing Company
1505,New Republic Brewing Company
1506,Orlison Brewing Company
1507,Angry Minnow Brewing Company
1508,Confluence Brewing Company
1509,COAST Brewing Company
1510,Back Forty Beer Company
1511,Uncle Billy's Brewery and Smokeh...
1512,Kalona Brewing Company
1513,Good People Brewing Company
1514,Payette Brewing Company
1515,Armadillo Ale Works
1516,Krebs Brewing Company (Pete's Pl...
1517,Keweenaw Brewing Company
1518,Buckeye Brewing
1519,Pine Street Brewery
1520,Seattle Cider Company
1521,New Republic Brewing Company
1522,Flat Rock Brewing Company
1523,Payette Brewing Company
1524,Mikkeller
1525,Sun King Brewing Company
1526,Infamous Brewing Company
1527,Hop Valley Brewing Company
1528,Hale's Ales
1529,Half Acre Beer Company
1530,Night Shift Brewing
1531,James Page Brewing Company
1532,Payette Brewing Company
1533,Midnight Sun Brewing Company
1534,Two Brothers Brewing Company
1535,Branchline Brewing Company
1536,Modern Monks Brewery
1537,Petoskey Brewing
1538,Jailbreak Brewing Company
1539,Bauhaus Brew Labs
1540,David's Ale Works
1541,Airways Brewing Company
1542,Jailbreak Brewing Company
1543,Sietsema Orchards and Cider Mill
1544,High Noon Saloon And Brewery
1545,Coalition Brewing Company
1546,Sanitas Brewing Company
1547,Buckbean Brewing Company
1548,Daredevil Brewing Company
1549,4 Hands Brewing Company
1550,Heavy Seas Beer
1551,Harpoon Brewery
1552,Rahr & Sons Brewing Company
1553,Lone Tree Brewing Company
1554,Bare Hands Brewery
1555,New England Brewing Company
1556,White Flame Brewing Company
1557,Buffalo Bayou Brewing Company
1558,Destihl Brewery
1559,Mikerphone Brewing
1560,Lone Tree Brewing Company
1561,Stevens Point Brewery
1562,Lucette Brewing Company
1563,Due South Brewing Company
1564,Peak Organic Brewing Company
1565,Frog Level Brewing Company
1566,Northwest Brewing Company
1567,Widmer Brothers Brewing Company
1568,Oskar Blues Brewery (North Carol...
1569,Pollyanna Brewing Company
1570,Morgan Street Brewery
1571,Crystal Springs Brewing Company
1572,Dead Armadillo Craft Brewing
1573,Appalachian Mountain Brewery
1574,The Right Brain Brewery
1575,Tr̦egs Brewing Company
1576,21st Amendment Brewery
1577,Tractor Brewing Company
1578,Sun King Brewing Company
1579,Rogue Ales
1580,The Manhattan Brewing Company
1581,Hops & Grains Brewing Company
1582,The Manhattan Brewing Company
1583,Jack's Hard Cider (Hauser Estate...
1584,Ipswich Ale Brewery
1585,Manzanita Brewing Company
1586,Appalachian Mountain Brewery
1587,Widmer Brothers Brewing Company
1588,Macon Beer Company
1589,Upland Brewing Company
1590,Hilliard's Beer
1591,Santa Cruz Mountain Brewing
1592,Hale's Ales
1593,Sly Fox Brewing Company
1594,Keweenaw Brewing Company
1595,Dick's Brewing Company
1596,Taxman Brewing Company
1597,Lost Nation Brewing
1598,Base Camp Brewing Co.
1599,Gore Range Brewery
1600,RoughTail Brewing Company
1601,Lucette Brewing Company
1602,Finch's Beer Company
1603,Dirty Bucket Brewing Company
1604,Aspen Brewing Company
1605,Confluence Brewing Company
1606,Claremont Craft Ales
1607,Twisted X Brewing Company
1608,2 Towns Ciderhouse
1609,Maui Brewing Company
1610,Breckenridge Brewery
1611,Freetail Brewing Company
1612,450 North Brewing Company
1613,Jackalope Brewing Company
1614,Rogue Ales
1615,Bonfire Brewing Company
1616,Dry Dock Brewing Company
1617,Carolina Beer & Beverage
1618,Mother Earth Brew Company
1619,Grey Sail Brewing Company
1620,Sockeye Brewing Company
1621,Fort Pitt Brewing Company
1622,SanTan Brewing Company
1623,Anthem Brewing Company
1624,The Bronx Brewery
1625,Cedar Creek Brewery
1626,Tonka Beer Company
1627,Cascadia Ciderworks United
1628,Round Guys Brewing
1629,Pine Street Brewery
1630,Sun King Brewing Company
1631,Fort George Brewery
1632,Jack's Hard Cider (Hauser Estate...
1633,Core Brewing & Distilling Company
1634,RoughTail Brewing Company
1635,Rising Tide Brewing Company
1636,Slanted Rock Brewing Company
1637,Seven Brides Brewery
1638,Ukiah Brewing Company
1639,Defiance Brewing Company
1640,Engine 15 Brewing
1641,Vander Mill Ciders
1642,Big River Brewing Company
1643,Triangle Brewing Company
1644,College Street Brewhouse and Pub
1645,Marble Brewery
1646,Eddyline Brewery & Restaurant
1647,O'Fallon Brewery
1648,Big Bend Brewing Company
1649,Platform Beer Company
1650,Brew Bus Brewing
1651,Crystal Springs Brewing Company
1652,Two Beers Brewing Company
1653,South Austin Brewery
1654,Jailbreak Brewing Company
1655,Devil's Canyon Brewery
1656,Grey Sail Brewing Company
1657,Shebeen Brewing Company
1658,Asher Brewing Company
1659,Broken Tooth Brewing Company
1660,Stillmank Beer Company
1661,Cambridge Brewing Company
1662,Jackie O's Pub & Brewery
1663,Twin Lakes Brewing Company
1664,Cutters Brewing Company
1665,Sleeping Lady Brewing Company
1666,Crow Peak Brewing Company
1667,Sly Fox Brewing Company
1668,Latitude 42 Brewing Company
1669,New Orleans Lager & Ale Brewing ...
1670,Covington Brewhouse
1671,Okoboji Brewing Company
1672,Pete's Brewing Company
1673,Mike Hess Brewing Company
1674,Northwest Brewing Company
1675,Grey Sail Brewing Company
1676,Fort Point Beer Company
1677,Griffin Claw Brewing Company
1678,Palisade Brewing Company
1679,Big Bend Brewing Company
1680,The Lion Brewery
1681,Pizza Port Brewing Company
1682,Pyramid Breweries
1683,Bomb Beer Company
1684,Sherwood Forest Brewers
1685,Kona Brewing Company
1686,Pollyanna Brewing Company
1687,Emerald City Beer Company
1688,Blue Hills Brewery
1689,Crooked Fence Brewing Company
1690,KelSo Beer Company
1691,Warbird Brewing Company
1692,Denver Beer Company
1693,Boston Beer Company
1694,NorthGate Brewing 
1695,Anthem Brewing Company
1696,Blue Blood Brewing Company
1697,Bale Breaker Brewing Company
1698,Stone Coast Brewing Company
1699,DC Brau Brewing Company
1700,Westfield River Brewing Company
1701,Jackie O's Pub & Brewery
1702,Berkshire Brewing Company
1703,Mountain Town Brewing Company 
1704,Piney River Brewing Company
1705,Flesk Brewing Company
1706,Sietsema Orchards and Cider Mill
1707,Kulshan Brewery
1708,St. Julian Winery
1709,Everybody's Brewing
1710,Indeed Brewing Company
1711,Tommyknocker Brewery
1712,Central Coast Brewing Company
1713,Red Shedman Farm Brewery and Hop...
1714,Sea Dog Brewing Company
1715,Straub Brewery
1716,Macon Beer Company
1717,Great River Brewery
1718,Ozark Beer Company
1719,Pipeworks Brewing Company
1720,Red Tank Cider Company
1721,Tr̦egs Brewing Company
1722,Amnesia Brewing Company
1723,Pikes Peak Brewing Company
1724,Steamworks Brewing Company
1725,Fort George Brewery
1726,Redstone Meadery
1727,Slanted Rock Brewing Company
1728,Wiseacre Brewing Company
1729,Wingman Brewers
1730,2 Towns Ciderhouse
1731,Hess Brewing Company
1732,Warped Wing Brewing Company
1733,Voodoo Brewery
1734,Lone Tree Brewing Company
1735,Jailbreak Brewing Company
1736,Krebs Brewing Company (Pete's Pl...
1737,Dundee Brewing Company
1738,Ballast Point Brewing Company
1739,Hardywood Park Craft Brewery
1740,Blue Owl Brewing
1741,Breckenridge Brewery
1742,Oskar Blues Brewery
1743,Oakshire Brewing
1744,Engine House 9
1745,Boulder Beer Company
1746,Occidental Brewing Company
1747,The Mitten Brewing Company
1748,Butcher's Brewing
1749,Stillmank Beer Company
1750,Four String Brewing Company
1751,Jailbreak Brewing Company
1752,Platform Beer Company
1753,Figueroa Mountain Brewing Company
1754,Carolina Brewery
1755,Kettle House Brewing Company
1756,Defiance Brewing Company
1757,10 Barrel Brewing Company
1758,COOP Ale Works
1759,Aspen Brewing Company
1760,Four Horsemen Brewing Company
1761,The Mitten Brewing Company
1762,Refuge Brewery
1763,Taxman Brewing Company
1764,Big Lake Brewing
1765,Bomb Beer Company
1766,Great Raft Brewing Company
1767,Airways Brewing Company
1768,Northwest Brewing Company
1769,Roanoke Railhouse Brewery
1770,Bonfire Brewing Company
1771,Catawba Island Brewing
1772,Rhinegeist Brewery
1773,Anchor Brewing Company
1774,Fearless Brewing Company
1775,French Broad Brewery
1776,New Belgium Brewing Company
1777,Infamous Brewing Company
1778,Heavy Seas Beer
1779,Three Pints Brewing
1780,21st Amendment Brewery
1781,Round Guys Brewing
1782,Good Life Brewing Company
1783,Mudshark Brewing Company
1784,Rahr & Sons Brewing Company
1785,Jack's Hard Cider (Hauser Estate...
1786,Bonfire Brewing Company
1787,Pug Ryan's Brewery
1788,Broken Tooth Brewing Company
1789,Flying Dog Brewery
1790,Jack's Hard Cider (Hauser Estate...
1791,Mikkeller
1792,River North Brewery
1793,Tr̦egs Brewing Company
1794,Spiteful Brewing Company
1795,Ballast Point Brewing Company
1796,Saugatuck Brewing Company
1797,Uncle Billy's Brewery and Smokeh...
1798,Summit Brewing Company
1799,Witch's Hat Brewing Company
1800,Big Wood Brewery
1801,Dundee Brewing Company
1802,Sea Dog Brewing Company
1803,Moat Mountain Smoke House & Brew...
1804,Weston Brewing Company
1805,Taxman Brewing Company
1806,Ale Asylum
1807,Evil Czech Brewery
1808,Angry Minnow
1809,Southern Prohibition Brewing Com...
1810,Cambridge Brewing Company
1811,Rivertowne Brewing Company
1812,Green Room Brewing
1813,Fearless Brewing Company
1814,Dry Dock Brewing Company
1815,Epic Brewing
1816,Mavericks Beer Company
1817,2 Towns Ciderhouse
1818,Rahr & Sons Brewing Company
1819,Sly Fox Brewing Company
1820,Schilling & Company
1821,Chapman's Brewing
1822,Tamarack Brewing Company
1823,Kona Brewing Company
1824,Against The Grain Brewery
1825,Blue Dog Mead
1826,10 Barrel Brewing Company
1827,Carolina Brewery
1828,Red Hare Brewing Company
1829,Seven Brides Brewery
1830,New Belgium Brewing Company
1831,Payette Brewing Company
1832,The Alchemist
1833,Mother's Brewing
1834,Brewery Vivant
1835,James Page Brewing Company
1836,Wachusett Brewing Company
1837,Keweenaw Brewing Company
1838,Peak Organic Brewing Company
1839,Independence Brewing Company
1840,Perrin Brewing Company
1841,Breckenridge Brewery
1842,Claremont Craft Ales
1843,Monkey Paw Pub & Brewery
1844,Warped Wing Brewing Company
1845,Brooklyn Brewery
1846,Blackrocks Brewery
1847,Denali Brewing Company
1848,Beer Works Brewery
1849,Beer Works Brewery
1850,Boxcar Brewing Company
1851,Prescott Brewing Company
1852,Crooked Fence Brewing Company
1853,Cape Ann Brewing Company
1854,Banner Beer Company
1855,COAST Brewing Company
1856,High Hops Brewery
1857,Okoboji Brewing Company
1858,Chatham Brewing
1859,Sierra Nevada Brewing Company
1860,Hangar 24 Craft Brewery
1861,Quest Brewing Company
1862,Shebeen Brewing Company
1863,Arctic Craft Brewery
1864,Matt Brewing Company
1865,Avery Brewing Company
1866,Mountain Town Brewing Company 
1867,Lumberyard Brewing Company
1868,Frankenmuth Brewery
1869,NoDa Brewing Company
1870,Dead Armadillo Craft Brewing
1871,Cape Cod Beer
1872,Pete's Brewing Company
1873,Vault Brewing Company
1874,Redstone Meadery
1875,Catawba Brewing Company
1876,Howard Brewing Company
1877,Hop Valley Brewing Company
1878,Uncommon Brewers
1879,Denver Beer Company
1880,Ale Asylum
1881,Broad Brook Brewing LLC
1882,Centennial Beer Company
1883,Sierra Nevada Brewing Company
1884,Dolores River Brewery
1885,New Belgium Brewing Company
1886,Wachusett Brewing Company
1887,Martin House Brewing Company
1888,Glabrous Brewing Company
1889,Hawai'i Nui Brewing Co.
1890,Alaskan Brewing Company
1891,Seattle Cider Company
1892,Bare Hands Brewery
1893,Due South Brewing Company
1894,Wisconsin Brewing Company
1895,Shipyard Brewing Company
1896,Evil Twin Brewing
1897,Peak Organic Brewing Company
1898,Alaskan Brewing Company
1899,Devil's Backbone Brewing Company
1900,Oskar Blues Brewery
1901,Jailbreak Brewing Company
1902,Marble Brewery
1903,Emerald City Beer Company
1904,David's Ale Works
1905,AC Golden Brewing Company
1906,South Austin Brewery
1907,Buffalo Bayou Brewing Company
1908,Breakside Brewery
1909,Elevator Brewing Company
1910,Brewery Terra Firma
1911,Flying Dog Brewery
1912,Blue Point Brewing Company
1913,Blackrocks Brewery
1914,Dirty Bucket Brewing Company
1915,The Bronx Brewery
1916,Frog Level Brewing Company
1917,Redstone Meadery
1918,Tapistry Brewing
1919,Berkshire Brewing Company
1920,Big Lake Brewing
1921,Oskar Blues Brewery (North Carol...
1922,Foolproof Brewing Company
1923,Big Muddy Brewing
1924,French Broad Brewery
1925,Anderson Valley Brewing Company
1926,Marble Brewery
1927,Tapistry Brewing
1928,10 Barrel Brewing Company
1929,AC Golden Brewing Company
1930,Fullsteam Brewery
1931,Kettle House Brewing Company
1932,Iron Hill Brewery & Restaurant
1933,Seabright Brewery
1934,Anthem Brewing Company
1935,Anderson Valley Brewing Company
1936,Hop Valley Brewing Company
1937,Angry Minnow
1938,Hop Valley Brewing Company
1939,Two Brothers Brewing Company
1940,Sierra Nevada Brewing Company
1941,The Alchemist
1942,Sly Fox Brewing Company
1943,Upslope Brewing Company
1944,Twisted X Brewing Company
1945,Hopworks Urban Brewery
1946,Texian Brewing Co.
1947,Thomas Hooker Brewing Company
1948,Petoskey Brewing
1949,Lavery Brewing Company
1950,Union Craft Brewing
1951,Evil Twin Brewing
1952,Pine Street Brewery
1953,Due South Brewing Company
1954,Lone Tree Brewing Company
1955,Big Choice Brewing
1956,Keweenaw Brewing Company
1957,Grand Canyon Brewing Company
1958,COOP Ale Works
1959,Kirkwood Station Brewing Company
